img_tag,tag_nums,height,width,height_norm,width_norm,area,area_bb_norm,area_mask_norm,img_id,centroids_norm_x,centroids_norm_y,x_min,y_min
diseased_Corn_Blight (118),diseased,253,253,0.98828125,0.98828125,64009,0.9766998291015625,0.8623199462890625,Corn_Blight (118),0.5544413591784191,0.4732641023967937,1,1
plant_1_Corn_Blight (14),plant_1,344,174,0.9913544668587896,0.9666666666666667,59856,0.9583093179634966,0.8048991354466859,Corn_Blight (14),0.545516900717402,0.4896279053610423,4,1
diseased_Corn_Blight (189),diseased,253,253,0.98828125,0.98828125,64009,0.9766998291015625,0.950927734375,Corn_Blight (189),0.5137453992498395,0.4863856657172657,1,1
diseased_Corn_Blight (222),diseased,253,207,0.98828125,0.80859375,52371,0.7991180419921875,0.7288360595703125,Corn_Blight (222),0.3982648611692662,0.5228894882497644,1,1
diseased_Corn_Blight (231),diseased,253,221,0.98828125,0.86328125,55913,0.8531646728515625,0.8110504150390625,Corn_Blight (231),0.583529283977386,0.51092475671646,33,1
diseased_Corn_Blight (25),diseased,763,397,0.9960835509138382,0.9925,302911,0.9886129242819843,0.9302937336814622,Corn_Blight (25),0.5033348506535879,0.4780340556472984,1,1
plant_1_Corn_Blight (25),plant_1,81,57,0.10574412532637076,0.1425,4617,0.015068537859007834,0.010404699738903395,Corn_Blight (25),0.513021486825596,0.9256562632063449,173,674
diseased_Corn_Blight (27),diseased,530,393,0.9943714821763602,0.9825,208290,0.9769699812382739,0.8500140712945591,Corn_Blight (27),0.5073322922587089,0.49382452614355415,5,1
plant_1_Corn_Blight (36),plant_1,1629,877,0.9981617647058824,0.9943310657596371,1428633,0.9925032513005202,0.9517841858965809,Corn_Blight (36),0.4793946328455654,0.4883040319719731,1,1
diseased_Corn_Blight (38),diseased,347,337,0.9914285714285714,0.8425,116939,0.8352785714285714,0.8264928571428571,Corn_Blight (38),0.580530295828328,0.4943347041778452,61,1
diseased_Corn_Blight (39),diseased,397,397,0.9925,0.9925,157609,0.98505625,0.88965625,Corn_Blight (39),0.4513280234641189,0.5123408971161614,1,1
diseased_Corn_Blight (51),diseased,314,164,0.9905362776025236,0.8723404255319149,51496,0.8640848379085845,0.6558326062151822,Corn_Blight (51),0.4766137088016026,0.5345349797759393,17,1
diseased_Corn_Blight (68),diseased,1997,1161,0.9985,0.774,2318517,0.772839,0.681897,Corn_Blight (68),0.6319538780131831,0.5040239877381286,337,1
plant_2_Corn_Blight (68),plant_2,1705,482,0.8525,0.32133333333333336,821810,0.27393666666666666,0.21038,Corn_Blight (68),0.14768909169650685,0.5732175365212157,1,293
plant_1_Corn_Blight (81),plant_1,1197,597,0.9975,0.8844444444444445,714609,0.8822333333333333,0.614237037037037,Corn_Blight (81),0.5490043298164183,0.5370351488279481,48,1
plant_1_Corn_Blight (82),plant_1,1197,670,0.9975,0.9925925925925926,801990,0.9901111111111112,0.8428876543209877,Corn_Blight (82),0.47965859303210767,0.5342039771664819,3,1
plant_1_Corn_Common_Rust (1269),plant_1,486,797,0.81,0.99625,387342,0.8069625,0.6597729166666667,Corn_Common_Rust (1269),0.5567457632202999,0.4362592190284326,1,1
plant_1_Corn_Common_Rust (1271),plant_1,335,447,0.9911242603550295,0.9933333333333333,149745,0.9845167652859961,0.8384944115713346,Corn_Common_Rust (1271),0.5562316052673993,0.5543982473311073,1,1
plant_1_Corn_Common_Rust (1281),plant_1,710,1407,0.9726027397260274,0.997872340425532,998970,0.9705333721946954,0.7410366268337705,Corn_Common_Rust (1281),0.46426049694884425,0.45380742766471754,1,18
plant_1_Corn_Common_Rust (1285),plant_1,1197,672,0.9975,0.9955555555555555,804384,0.9930666666666667,0.9487876543209877,Corn_Common_Rust (1285),0.4788432223520536,0.48128919014692345,1,1
plant_1_Corn_Common_Rust (1289),plant_1,625,349,0.9952229299363057,0.7409766454352441,218125,0.7374369480844388,0.655114473879941,Corn_Common_Rust (1289),0.5113455013406941,0.5237463092906853,66,1
plant_1_Corn_Common_Rust (1291),plant_1,1437,1062,0.9979166666666667,0.553125,1526094,0.55197265625,0.45187210648148146,Corn_Common_Rust (1291),0.4664547728586758,0.4560112826377816,302,1
plant_1_Corn_Common_Rust (1293),plant_1,2210,3261,0.9027777777777778,0.9990808823529411,7206810,0.9019480187908496,0.8088380470652313,Corn_Common_Rust (1293),0.5256810069185435,0.5913379644989784,1,236
plant_1_Corn_Common_Rust (1294),plant_1,4269,2845,0.9992977528089888,0.9989466292134831,12145305,0.9982451217491478,0.9988299167823927,Corn_Common_Rust (1294),0.4998244382022472,0.49988295880149813,1,1
diseased_Corn_Common_Rust (1296),diseased,1894,1483,0.9984185556141276,0.8284916201117318,2808802,0.8271814066903638,0.4464102390425341,Corn_Common_Rust (1296),0.4451184674020273,0.4891656259647656,1,1
plant_1_Corn_Common_Rust (1296),plant_1,1894,637,0.9984185556141276,0.3558659217877095,1206478,0.355303139623575,0.1688467235829581,Corn_Common_Rust (1296),0.7983491022370602,0.5559313546355524,1151,1
plant_2_Corn_Common_Rust (1296),plant_2,1129,485,0.5951502372166578,0.2709497206703911,547565,0.16125579053077044,0.0990508388723153,Corn_Common_Rust (1296),0.10746619791159716,0.5179868022696741,1,323
diseased_Corn_Common_Rust (1297),diseased,42,519,0.12923076923076923,0.6784313725490196,21798,0.08767420814479639,0.04243740573152338,Corn_Common_Rust (1297),0.770295415420773,0.9538388632502934,244,282
plant_1_Corn_Common_Rust (1297),plant_1,263,762,0.8092307692307692,0.996078431372549,200406,0.8060573152337859,0.7124142785319256,Corn_Common_Rust (1297),0.49806247032284756,0.5526735724472903,1,51
diseased_Corn_Common_Rust (1298),diseased,1021,549,0.9970703125,0.953125,560529,0.9503326416015625,0.5784725613064237,Corn_Common_Rust (1298),0.39126135239400633,0.48424887292476926,1,1
plant_1_Corn_Common_Rust (1298),plant_1,907,202,0.8857421875,0.3506944444444444,183214,0.3106248643663194,0.17530653211805555,Corn_Common_Rust (1298),0.8380603575650118,0.5712013985432786,372,115
plant_2_Corn_Common_Rust (1298),plant_2,456,214,0.4453125,0.3715277777777778,97584,0.16544596354166666,0.0361480712890625,Corn_Common_Rust (1298),0.22891057786011704,0.7578701657843206,23,553
plant_1_Corn_Common_Rust (1304),plant_1,673,897,0.997037037037037,0.9966666666666667,603681,0.9937135802469136,0.8523621399176955,Corn_Common_Rust (1304),0.5608030744867809,0.4560801352133308,1,1
plant_1_Corn_Common_Rust (17),plant_1,1533,2045,0.998046875,0.99853515625,3134985,0.9965848922729492,0.9977226257324219,Corn_Common_Rust (17),0.499755859375,0.4996744791666667,1,1
plant_1_Corn_Common_Rust (28),plant_1,955,1226,0.9968684759916493,0.9593114241001565,1170830,0.9563073173441017,0.9343572453043475,Corn_Common_Rust (28),0.5302261754040235,0.49218517835602116,50,1
plant_1_Corn_Common_Rust (29),plant_1,222,286,0.9866666666666667,0.9533333333333334,63492,0.9406222222222222,0.923762962962963,Corn_Common_Rust (29),0.5285431033561064,0.49055386271218454,12,1
diseased_Corn_Common_Rust (46),diseased,866,1197,0.9622222222222222,0.9975,1036602,0.9598166666666667,0.9424203703703704,Corn_Common_Rust (46),0.5048007502680582,0.5242843726304064,1,32
diseased_Corn_Common_Rust (47),diseased,504,1330,0.504,0.9977494373593399,670320,0.5028657164291073,0.4346436609152288,Corn_Common_Rust (47),0.4705208431280384,0.5218173012530637,1,267
diseased_Corn_Common_Rust (49),diseased,907,1330,0.907,0.9977494373593399,1206310,0.9049587396849212,0.8388679669917479,Corn_Common_Rust (49),0.5173607674448573,0.4222879742731917,1,1
diseased_Corn_Common_Rust (50),diseased,331,447,0.9792899408284024,0.9933333333333333,147957,0.9727613412228797,0.8732873109796186,Corn_Common_Rust (50),0.49848027885896695,0.5144307475092283,1,1
plant_1_Corn_Common_Rust (51),plant_1,290,477,0.8055555555555556,0.99375,138330,0.8005208333333333,0.7664814814814814,Corn_Common_Rust (51),0.49411429391157285,0.38659132053501916,1,1
plant_1_Corn_Common_Rust (57),plant_1,878,766,0.9954648526077098,0.888631090487239,672548,0.8846010175145077,0.7674974088630038,Corn_Common_Rust (57),0.5355642077042237,0.4805847580728035,94,1
diseased_Corn_Common_Rust (59),diseased,197,297,0.985,0.99,58509,0.97515,0.6910833333333334,Corn_Common_Rust (59),0.5138697696852768,0.4905110334016641,1,1
diseased_Corn_Common_Rust (61),diseased,272,414,0.9890909090909091,0.9928057553956835,112608,0.9819751471550032,0.8933682145192936,Corn_Common_Rust (61),0.4847214559021324,0.5382518854538534,1,1
plant_1_Corn_Common_Rust (76),plant_1,253,219,0.98828125,0.85546875,55407,0.8454437255859375,0.683746337890625,Corn_Common_Rust (76),0.5097780036543182,0.48099431976679313,16,1
diseased_Corn_Common_Rust (9),diseased,697,519,0.9957142857142857,0.8466557911908646,361743,0.8430272663714752,0.7663994406898159,Corn_Common_Rust (9),0.5101448265863745,0.5170098790895356,46,1
plant_1_Corn_Gray_Spot (11),plant_1,274,347,0.9163879598662207,0.9914285714285714,95078,0.9085332059245103,0.8080840898232202,Corn_Gray_Spot (11),0.5017006159179137,0.48090059202141455,1,8
diseased_Corn_Gray_Spot (16),diseased,89,224,0.22588832487309646,0.32,19936,0.07228426395939086,0.049967367657722986,Corn_Gray_Spot (16),0.835105372821794,0.29993752893798825,474,75
plant_1_Corn_Gray_Spot (16),plant_1,391,697,0.9923857868020305,0.9957142857142857,272527,0.9881327048585932,0.5027338651196519,Corn_Gray_Spot (16),0.5298096392046802,0.6952280112369694,1,1
plant_2_Corn_Gray_Spot (16),plant_2,186,501,0.4720812182741117,0.7157142857142857,93186,0.33787527193618566,0.0963379260333575,Corn_Gray_Spot (16),0.32640889295123393,0.2017713959295339,9,1
diseased_Corn_Gray_Spot (282),diseased,253,229,0.98828125,0.89453125,57937,0.8840484619140625,0.634246826171875,Corn_Gray_Spot (282),0.5565222139188278,0.5634183437184237,13,1
diseased_Corn_Gray_Spot (287),diseased,253,229,0.98828125,0.89453125,57937,0.8840484619140625,0.726806640625,Corn_Gray_Spot (287),0.6182038368376301,0.5369609388121431,25,1
plant_1_Corn_Gray_Spot (3),plant_1,369,292,0.9919354838709677,0.9798657718120806,107748,0.9719636284910154,0.8865916143465397,Corn_Gray_Spot (3),0.5305817287744952,0.5163294608601888,4,1
diseased_Corn_Gray_Spot (31),diseased,264,397,0.9887640449438202,0.9925,104808,0.9813483146067415,0.6841479400749063,Corn_Gray_Spot (31),0.5306242216048285,0.5474224595772726,1,1
diseased_Corn_Gray_Spot (34),diseased,323,547,0.7820823244552058,0.9945454545454545,176681,0.7778164208672683,0.38770416024653315,Corn_Gray_Spot (34),0.4383699394159612,0.5812081880978193,1,88
plant_2_Corn_Gray_Spot (34),plant_2,184,435,0.44552058111380144,0.7909090909090909,80040,0.3523662777900066,0.0713845476557341,Corn_Gray_Spot (34),0.520255431278558,0.162170262043261,113,1
plant_3_Corn_Gray_Spot (34),plant_3,58,270,0.14043583535108958,0.4909090909090909,15660,0.06894122826326216,0.03029716046665199,Corn_Gray_Spot (34),0.18551398906237615,0.2706031032985653,1,77
plant_1_Corn_Gray_Spot (48),plant_1,197,617,0.4036885245901639,0.9477726574500768,121549,0.38260494573292037,0.2855600463347687,Corn_Gray_Spot (48),0.5439538329639596,0.5719964133527797,32,176
diseased_Corn_Gray_Spot (515),diseased,253,235,0.98828125,0.91796875,59455,0.9072113037109375,0.87322998046875,Corn_Gray_Spot (515),0.5536022712876564,0.4927868706096666,19,1
diseased_Corn_Gray_Spot (525),diseased,253,229,0.98828125,0.89453125,57937,0.8840484619140625,0.8332977294921875,Corn_Gray_Spot (525),0.5366373933365073,0.48237312823881634,25,1
diseased_Corn_Gray_Spot (537),diseased,253,252,0.98828125,0.984375,63756,0.97283935546875,0.81158447265625,Corn_Gray_Spot (537),0.5013531012634429,0.462064178597616,1,1
diseased_Corn_Gray_Spot (558),diseased,253,222,0.98828125,0.8671875,56166,0.857025146484375,0.7889862060546875,Corn_Gray_Spot (558),0.591663725414354,0.5057628651584892,32,1
plant_1_Corn_Gray_Spot (563),plant_1,1390,3250,0.5678104575163399,0.9957107843137255,4517500,0.5653749959951301,0.43650116041105985,Corn_Gray_Spot (563),0.5416966137195597,0.5406607753668518,12,590
diseased_Corn_Gray_Spot (568),diseased,534,1023,0.7841409691629956,0.9990234375,546282,0.7833752064977973,0.6107803322320118,Corn_Gray_Spot (568),0.537140898834798,0.5413524340640229,0,131
diseased_Corn_Gray_Spot (574),diseased,177,317,0.7763157894736842,0.990625,56109,0.7690378289473684,0.7006716008771929,Corn_Gray_Spot (574),0.49280065922028127,0.5456893294443832,1,37
plant_2_Corn_Gray_Spot (574),plant_2,50,73,0.21929824561403508,0.228125,3650,0.050027412280701754,0.01352796052631579,Corn_Gray_Spot (574),0.1291635005065856,0.1404353081284772,1,1
plant_1_Corn_Health (122),plant_1,253,253,0.98828125,0.98828125,64009,0.9766998291015625,0.9834136962890625,Corn_Health (122),0.49826370705906997,0.49783119452978325,1,1
plant_1_Corn_Health (140),plant_1,253,253,0.98828125,0.98828125,64009,0.9766998291015625,0.98443603515625,Corn_Health (140),0.498046875,0.498046875,1,1
plant_1_Corn_Health (143),plant_1,253,253,0.98828125,0.98828125,64009,0.9766998291015625,0.984100341796875,Corn_Health (143),0.498213557171985,0.4978811013427606,1,1
plant_1_Corn_Health (172),plant_1,253,253,0.98828125,0.98828125,64009,0.9766998291015625,0.9763031005859375,Corn_Health (172),0.5009482499257615,0.5020086512237626,1,1
plant_1_Corn_Health (208),plant_1,253,253,0.98828125,0.98828125,64009,0.9766998291015625,0.98443603515625,Corn_Health (208),0.498046875,0.498046875,1,1
plant_1_Corn_Health (21),plant_1,253,253,0.98828125,0.98828125,64009,0.9766998291015625,0.983306884765625,Corn_Health (21),0.4986124877797089,0.4975631551433847,1,1
plant_1_Corn_Health (22),plant_1,253,253,0.98828125,0.98828125,64009,0.9766998291015625,0.951507568359375,Corn_Health (22),0.5049083392467687,0.5100225211680939,1,1
plant_1_Corn_Health (57),plant_1,253,253,0.98828125,0.98828125,64009,0.9766998291015625,0.98443603515625,Corn_Health (57),0.498046875,0.498046875,1,1
plant_1_Corn_Health (75),plant_1,253,253,0.98828125,0.98828125,64009,0.9766998291015625,0.9843597412109375,Corn_Health (75),0.4980851739432035,0.4980503567221094,1,1
plant_1_Corn_Health (99),plant_1,253,253,0.98828125,0.98828125,64009,0.9766998291015625,0.9813995361328125,Corn_Health (99),0.49654792133106335,0.4993255452485346,1,1
