id_name_1,id_name_2,dist,coords_1,coords_2
alfalfa15.jpg.json_0_0,alfalfa15.jpg.json_2_28,0.0,[466.  217.5],[466.  217.5]
alfalfa15.jpg.json_0_0,alfalfa15.jpg.json_2_29,0.0,[462.5 189. ],[462.5 189. ]
alfalfa15.jpg.json_0_0,alfalfa15.jpg.json_1_30,0.0,[304.  200.5],[304.  200.5]
alfalfa15.jpg.json_0_0,alfalfa15.jpg.json_1_31,12.36931687685298,[330.  206.5],[327.  194.5]
alfalfa15.jpg.json_0_0,alfalfa15.jpg.json_1_32,19.697715603592208,[204.5 297. ],[186.5 289. ]
alfalfa15.jpg.json_0_0,alfalfa15.jpg.json_1_33,6.708203932499369,[207.5 275. ],[201.5 278. ]
alfalfa15.jpg.json_0_0,alfalfa15.jpg.json_1_34,0.0,[207.5 275. ],[207.5 275. ]
alfalfa15.jpg.json_0_0,alfalfa15.jpg.json_1_35,0.0,[598.  130.5],[598.  130.5]
alfalfa15.jpg.json_0_0,alfalfa15.jpg.json_1_36,0.0,[480.5 235. ],[480.5 235. ]
alfalfa15.jpg.json_0_0,alfalfa15.jpg.json_1_37,0.0,[549.5 155. ],[549.5 155. ]
alfalfa15.jpg.json_0_0,alfalfa15.jpg.json_1_38,0.0,[544.5 171. ],[544.5 171. ]
alfalfa15.jpg.json_4_1,alfalfa15.jpg.json_4_2,35.0,[373.  362.5],[373.  397.5]
alfalfa15.jpg.json_4_1,alfalfa15.jpg.json_4_3,42.0,[317.  372.5],[317.  414.5]
alfalfa15.jpg.json_4_1,alfalfa15.jpg.json_4_4,25.495097567963924,[307.  372.5],[290.  391.5]
alfalfa15.jpg.json_4_1,alfalfa15.jpg.json_4_5,8.0,[314.  372.5],[314.  380.5]
alfalfa15.jpg.json_4_1,alfalfa15.jpg.json_4_6,0.0,[375.  362.5],[375.  362.5]
alfalfa15.jpg.json_4_1,alfalfa15.jpg.json_4_7,77.0,[316.  372.5],[316.  449.5]
alfalfa15.jpg.json_4_1,alfalfa15.jpg.json_4_8,66.64082832618455,[307.  372.5],[278.  432.5]
alfalfa15.jpg.json_4_1,alfalfa15.jpg.json_4_9,236.60304309116566,[323.5 320. ],[113.5 211. ]
alfalfa15.jpg.json_4_1,alfalfa15.jpg.json_4_10,198.70832896484234,[303.5 357. ],[122.5 275. ]
alfalfa15.jpg.json_4_1,alfalfa15.jpg.json_4_11,139.0898989862312,[303.5 357. ],[178.5 296. ]
alfalfa15.jpg.json_4_1,alfalfa15.jpg.json_2_12,181.3201588351389,[330.  316.5],[279.  142.5]
alfalfa15.jpg.json_4_1,alfalfa15.jpg.json_2_13,154.2886904474855,[325.  318.5],[256.  180.5]
alfalfa15.jpg.json_4_1,alfalfa15.jpg.json_2_14,135.36986370680884,[325.  318.5],[252.  204.5]
alfalfa15.jpg.json_4_1,alfalfa15.jpg.json_2_15,131.47243057006287,[330.  316.5],[296.  189.5]
alfalfa15.jpg.json_4_1,alfalfa15.jpg.json_2_16,128.75169901791588,[323.5 320. ],[202.5 276. ]
alfalfa15.jpg.json_4_1,alfalfa15.jpg.json_2_17,178.10109488714548,[303.5 357. ],[141.5 283. ]
alfalfa15.jpg.json_4_1,alfalfa15.jpg.json_2_18,195.92345444075858,[303.5 357. ],[122.5 282. ]
alfalfa15.jpg.json_4_1,alfalfa15.jpg.json_2_19,193.82982226685345,[303.5 357. ],[112.5 324. ]
alfalfa15.jpg.json_4_1,alfalfa15.jpg.json_2_20,164.20109622045769,[303.5 357. ],[144.5 316. ]
alfalfa15.jpg.json_4_1,alfalfa15.jpg.json_2_21,113.14592347937243,[303.5 357. ],[202.5 306. ]
alfalfa15.jpg.json_4_1,alfalfa15.jpg.json_2_22,111.08555261599052,[303.5 357. ],[195.5 331. ]
alfalfa15.jpg.json_4_1,alfalfa15.jpg.json_2_23,160.61133210331082,[303.5 367. ],[143.5 381. ]
alfalfa15.jpg.json_4_1,alfalfa15.jpg.json_2_24,181.0,[303.5 357. ],[122.5 357. ]
alfalfa15.jpg.json_4_1,alfalfa15.jpg.json_2_25,158.15498727514097,[376.5 355. ],[534.5 348. ]
alfalfa15.jpg.json_4_1,alfalfa15.jpg.json_2_26,139.01438774457844,[376.5 355. ],[510.5 318. ]
alfalfa15.jpg.json_4_1,alfalfa15.jpg.json_2_27,160.3277892319357,[350.5 325. ],[482.5 234. ]
alfalfa15.jpg.json_4_1,alfalfa15.jpg.json_2_28,152.73506473629428,[350.5 325. ],[458.5 217. ]
alfalfa15.jpg.json_4_1,alfalfa15.jpg.json_2_29,174.64249196572982,[345.  319.5],[457.  185.5]
alfalfa15.jpg.json_4_1,alfalfa15.jpg.json_1_30,116.96580696938743,[330.  316.5],[315.  200.5]
alfalfa15.jpg.json_4_1,alfalfa15.jpg.json_1_31,122.03687967167957,[330.  316.5],[327.  194.5]
alfalfa15.jpg.json_4_1,alfalfa15.jpg.json_1_32,135.20355024924456,[304.5 355. ],[186.5 289. ]
alfalfa15.jpg.json_4_1,alfalfa15.jpg.json_1_33,127.88275880665071,[306.5 352. ],[201.5 279. ]
alfalfa15.jpg.json_4_1,alfalfa15.jpg.json_1_34,114.28035701729323,[306.5 352. ],[210.5 290. ]
alfalfa15.jpg.json_4_1,alfalfa15.jpg.json_1_35,101.9803902718557,[325.  318.5],[281.  226.5]
alfalfa15.jpg.json_4_1,alfalfa15.jpg.json_1_36,0.0,[376.5 358. ],[376.5 358. ]
alfalfa15.jpg.json_4_1,alfalfa15.jpg.json_1_37,212.7016690108472,[350.5 325. ],[511.5 186. ]
alfalfa15.jpg.json_4_1,alfalfa15.jpg.json_1_38,220.20445045457188,[376.5 355. ],[553.5 224. ]
alfalfa15.jpg.json_4_2,alfalfa15.jpg.json_4_3,2.8284271247461903,[335.5 441. ],[333.5 439. ]
alfalfa15.jpg.json_4_2,alfalfa15.jpg.json_4_4,35.4682957019364,[336.5 439. ],[309.5 416. ]
alfalfa15.jpg.json_4_2,alfalfa15.jpg.json_4_5,9.192388155425117,[373.  397.5],[366.5 391. ]
alfalfa15.jpg.json_4_2,alfalfa15.jpg.json_4_6,6.4031242374328485,[361.5 409. ],[356.5 405. ]
alfalfa15.jpg.json_4_2,alfalfa15.jpg.json_4_7,3.0,[329.5 454. ],[326.5 454. ]
alfalfa15.jpg.json_4_2,alfalfa15.jpg.json_4_8,32.0,[329.5 454. ],[297.5 454. ]
alfalfa15.jpg.json_4_2,alfalfa15.jpg.json_4_9,317.15768948584554,[355.5 416. ],[113.5 211. ]
alfalfa15.jpg.json_4_2,alfalfa15.jpg.json_4_10,269.6145396672813,[336.5 439. ],[122.5 275. ]
alfalfa15.jpg.json_4_2,alfalfa15.jpg.json_4_11,212.55822731665788,[343.5 430. ],[178.5 296. ]
alfalfa15.jpg.json_4_2,alfalfa15.jpg.json_2_12,271.773803005367,[373.  397.5],[279.  142.5]
alfalfa15.jpg.json_4_2,alfalfa15.jpg.json_2_13,246.4731222669117,[373.  397.5],[258.  179.5]
alfalfa15.jpg.json_4_2,alfalfa15.jpg.json_2_14,227.79376637651873,[373.  397.5],[252.  204.5]
alfalfa15.jpg.json_4_2,alfalfa15.jpg.json_2_15,221.713779454503,[373.  397.5],[299.  188.5]
alfalfa15.jpg.json_4_2,alfalfa15.jpg.json_2_16,207.2920644887305,[361.5 409. ],[202.5 276. ]
alfalfa15.jpg.json_4_2,alfalfa15.jpg.json_2_17,249.7218452598811,[336.5 439. ],[141.5 283. ]
alfalfa15.jpg.json_4_2,alfalfa15.jpg.json_2_18,265.41476974727686,[336.5 439. ],[122.5 282. ]
alfalfa15.jpg.json_4_2,alfalfa15.jpg.json_2_19,251.79555198613022,[336.5 439. ],[112.5 324. ]
alfalfa15.jpg.json_4_2,alfalfa15.jpg.json_2_20,228.01973598791838,[336.5 439. ],[144.5 316. ]
alfalfa15.jpg.json_4_2,alfalfa15.jpg.json_2_21,183.09833423600554,[336.5 439. ],[186.5 334. ]
alfalfa15.jpg.json_4_2,alfalfa15.jpg.json_2_22,171.30382365843442,[336.5 439. ],[184.5 360. ]
alfalfa15.jpg.json_4_2,alfalfa15.jpg.json_2_23,198.04039991880444,[329.5 454. ],[143.5 386. ]
alfalfa15.jpg.json_4_2,alfalfa15.jpg.json_2_24,224.53952881397075,[329.5 454. ],[122.5 367. ]
alfalfa15.jpg.json_4_2,alfalfa15.jpg.json_2_25,162.3607095328177,[379.5 398. ],[535.5 353. ]
alfalfa15.jpg.json_4_2,alfalfa15.jpg.json_2_26,153.32318807016765,[379.5 398. ],[511.5 320. ]
alfalfa15.jpg.json_4_2,alfalfa15.jpg.json_2_27,191.70028690641024,[379.  397.5],[489.  240.5]
alfalfa15.jpg.json_4_2,alfalfa15.jpg.json_2_28,196.9771560359221,[379.  397.5],[459.  217.5]
alfalfa15.jpg.json_4_2,alfalfa15.jpg.json_2_29,223.77220560203628,[379.  397.5],[464.  190.5]
alfalfa15.jpg.json_4_2,alfalfa15.jpg.json_1_30,205.36065835500236,[373.  397.5],[315.  200.5]
alfalfa15.jpg.json_4_2,alfalfa15.jpg.json_1_31,208.1465829649865,[373.  397.5],[327.  194.5]
alfalfa15.jpg.json_4_2,alfalfa15.jpg.json_1_32,211.0213259365034,[343.5 430. ],[186.5 289. ]
alfalfa15.jpg.json_4_2,alfalfa15.jpg.json_1_33,206.11889772653063,[355.5 416. ],[201.5 279. ]
alfalfa15.jpg.json_4_2,alfalfa15.jpg.json_1_34,192.09633000138237,[355.5 416. ],[210.5 290. ]
alfalfa15.jpg.json_4_2,alfalfa15.jpg.json_1_35,193.54069339547175,[373.  397.5],[310.  214.5]
alfalfa15.jpg.json_4_2,alfalfa15.jpg.json_1_36,0.7071067811865476,[373.  397.5],[372.5 397. ]
alfalfa15.jpg.json_4_2,alfalfa15.jpg.json_1_37,248.80916381837707,[379.  397.5],[520.  192.5]
alfalfa15.jpg.json_4_2,alfalfa15.jpg.json_1_38,246.07315985291854,[379.5 398. ],[553.5 224. ]
alfalfa15.jpg.json_4_3,alfalfa15.jpg.json_4_4,0.0,[309.  416.5],[309.  416.5]
alfalfa15.jpg.json_4_3,alfalfa15.jpg.json_4_5,0.0,[325.  414.5],[325.  414.5]
alfalfa15.jpg.json_4_3,alfalfa15.jpg.json_4_6,1.0,[347.  411.5],[347.  410.5]
alfalfa15.jpg.json_4_3,alfalfa15.jpg.json_4_7,2.0,[316.  447.5],[316.  449.5]
alfalfa15.jpg.json_4_3,alfalfa15.jpg.json_4_8,0.0,[286.5 438. ],[286.5 438. ]
alfalfa15.jpg.json_4_3,alfalfa15.jpg.json_4_9,274.1331793125378,[291.  420.5],[109.  215.5]
alfalfa15.jpg.json_4_3,alfalfa15.jpg.json_4_10,222.25210910135362,[286.5 425. ],[122.5 275. ]
alfalfa15.jpg.json_4_3,alfalfa15.jpg.json_4_11,167.58430714121175,[291.  420.5],[172.5 302. ]
alfalfa15.jpg.json_4_3,alfalfa15.jpg.json_2_12,274.64158461529456,[317.  414.5],[279.  142.5]
alfalfa15.jpg.json_4_3,alfalfa15.jpg.json_2_13,234.95744295510198,[301.  416.5],[227.  193.5]
alfalfa15.jpg.json_4_3,alfalfa15.jpg.json_2_14,210.6086417980041,[295.  418.5],[229.  218.5]
alfalfa15.jpg.json_4_3,alfalfa15.jpg.json_2_15,225.97787502319778,[317.  414.5],[296.  189.5]
alfalfa15.jpg.json_4_3,alfalfa15.jpg.json_2_16,168.90825912311098,[291.  420.5],[198.  279.5]
alfalfa15.jpg.json_4_3,alfalfa15.jpg.json_2_17,202.9507329378241,[286.5 425. ],[141.5 283. ]
alfalfa15.jpg.json_4_3,alfalfa15.jpg.json_2_18,217.5890622251036,[286.5 425. ],[122.5 282. ]
alfalfa15.jpg.json_4_3,alfalfa15.jpg.json_2_19,201.1889659002203,[286.5 425. ],[112.5 324. ]
alfalfa15.jpg.json_4_3,alfalfa15.jpg.json_2_20,179.0111728356641,[286.5 425. ],[144.5 316. ]
alfalfa15.jpg.json_4_3,alfalfa15.jpg.json_2_21,134.9518432626987,[286.5 425. ],[182.5 339. ]
alfalfa15.jpg.json_4_3,alfalfa15.jpg.json_2_22,120.7683733433551,[286.5 425. ],[177.5 373. ]
alfalfa15.jpg.json_4_3,alfalfa15.jpg.json_2_23,148.22280526288793,[286.5 425. ],[143.5 386. ]
alfalfa15.jpg.json_4_3,alfalfa15.jpg.json_2_24,173.95401691251627,[286.5 425. ],[122.5 367. ]
alfalfa15.jpg.json_4_3,alfalfa15.jpg.json_2_25,193.22784478433744,[351.5 412. ],[535.5 353. ]
alfalfa15.jpg.json_4_3,alfalfa15.jpg.json_2_26,184.56435192094924,[351.5 412. ],[511.5 320. ]
alfalfa15.jpg.json_4_3,alfalfa15.jpg.json_2_27,219.73848092675985,[351.  411.5],[489.  240.5]
alfalfa15.jpg.json_4_3,alfalfa15.jpg.json_2_28,222.03603311174518,[351.  411.5],[459.  217.5]
alfalfa15.jpg.json_4_3,alfalfa15.jpg.json_2_29,248.21361767638777,[351.  411.5],[464.  190.5]
alfalfa15.jpg.json_4_3,alfalfa15.jpg.json_1_30,212.47588098417194,[340.  411.5],[315.  200.5]
alfalfa15.jpg.json_4_3,alfalfa15.jpg.json_1_31,217.38905216224666,[340.  411.5],[327.  194.5]
alfalfa15.jpg.json_4_3,alfalfa15.jpg.json_1_32,167.6007159889241,[291.  420.5],[184.  291.5]
alfalfa15.jpg.json_4_3,alfalfa15.jpg.json_1_33,164.20109622045769,[291.  420.5],[192.  289.5]
alfalfa15.jpg.json_4_3,alfalfa15.jpg.json_1_34,153.16984037335808,[291.  420.5],[210.  290.5]
alfalfa15.jpg.json_4_3,alfalfa15.jpg.json_1_35,168.81350656863924,[291.  420.5],[208.  273.5]
alfalfa15.jpg.json_4_3,alfalfa15.jpg.json_1_36,0.0,[351.  411.5],[351.  411.5]
alfalfa15.jpg.json_4_3,alfalfa15.jpg.json_1_37,276.62610144380807,[351.  411.5],[520.  192.5]
alfalfa15.jpg.json_4_3,alfalfa15.jpg.json_1_38,275.9492707002503,[351.5 412. ],[553.5 224. ]
alfalfa15.jpg.json_4_4,alfalfa15.jpg.json_4_5,5.0,[309.5 413. ],[314.5 413. ]
alfalfa15.jpg.json_4_4,alfalfa15.jpg.json_4_6,34.23448553724738,[309.5 413. ],[343.5 409. ]
alfalfa15.jpg.json_4_4,alfalfa15.jpg.json_4_7,33.734255586866,[309.  416.5],[316.  449.5]
alfalfa15.jpg.json_4_4,alfalfa15.jpg.json_4_8,0.0,[248.5 424. ],[248.5 424. ]
alfalfa15.jpg.json_4_4,alfalfa15.jpg.json_4_9,230.6013876801265,[258.  391.5],[109.  215.5]
alfalfa15.jpg.json_4_4,alfalfa15.jpg.json_4_10,178.33115263464205,[253.5 396. ],[122.5 275. ]
alfalfa15.jpg.json_4_4,alfalfa15.jpg.json_4_11,123.74368670764582,[258.  391.5],[170.5 304. ]
alfalfa15.jpg.json_4_4,alfalfa15.jpg.json_2_12,244.90202122481554,[271.  387.5],[250.  143.5]
alfalfa15.jpg.json_4_4,alfalfa15.jpg.json_2_13,198.64037857394453,[271.  387.5],[224.  194.5]
alfalfa15.jpg.json_4_4,alfalfa15.jpg.json_2_14,173.92527130926086,[271.  387.5],[216.  222.5]
alfalfa15.jpg.json_4_4,alfalfa15.jpg.json_2_15,197.0,[281.  387.5],[281.  190.5]
alfalfa15.jpg.json_4_4,alfalfa15.jpg.json_2_16,127.05904139414872,[258.  391.5],[198.  279.5]
alfalfa15.jpg.json_4_4,alfalfa15.jpg.json_2_17,159.0990257669732,[254.  395.5],[141.5 283. ]
alfalfa15.jpg.json_4_4,alfalfa15.jpg.json_2_18,173.65770930194836,[253.5 396. ],[122.5 282. ]
alfalfa15.jpg.json_4_4,alfalfa15.jpg.json_2_19,158.31929762350515,[253.5 396. ],[112.5 324. ]
alfalfa15.jpg.json_4_4,alfalfa15.jpg.json_2_20,135.20724832641184,[253.5 396. ],[144.5 316. ]
alfalfa15.jpg.json_4_4,alfalfa15.jpg.json_2_21,91.0494371207203,[253.5 396. ],[182.5 339. ]
alfalfa15.jpg.json_4_4,alfalfa15.jpg.json_2_22,77.82673062643708,[253.5 396. ],[184.5 360. ]
alfalfa15.jpg.json_4_4,alfalfa15.jpg.json_2_23,110.45361017187261,[253.5 396. ],[143.5 386. ]
alfalfa15.jpg.json_4_4,alfalfa15.jpg.json_2_24,134.17153200288055,[253.5 396. ],[122.5 367. ]
alfalfa15.jpg.json_4_4,alfalfa15.jpg.json_2_25,233.82899734635137,[309.5 413. ],[535.5 353. ]
alfalfa15.jpg.json_4_4,alfalfa15.jpg.json_2_26,222.31958978011812,[309.5 413. ],[510.5 318. ]
alfalfa15.jpg.json_4_4,alfalfa15.jpg.json_2_27,248.06853891616325,[295.5 397. ],[482.5 234. ]
alfalfa15.jpg.json_4_4,alfalfa15.jpg.json_2_28,242.5633937757303,[290.  391.5],[459.  217.5]
alfalfa15.jpg.json_4_4,alfalfa15.jpg.json_2_29,265.1886121235224,[290.  391.5],[457.  185.5]
alfalfa15.jpg.json_4_4,alfalfa15.jpg.json_1_30,187.0240626229684,[284.  387.5],[287.  200.5]
alfalfa15.jpg.json_4_4,alfalfa15.jpg.json_1_31,197.51708786836647,[284.  387.5],[326.  194.5]
alfalfa15.jpg.json_4_4,alfalfa15.jpg.json_1_32,124.4025723206719,[258.  391.5],[184.  291.5]
alfalfa15.jpg.json_4_4,alfalfa15.jpg.json_1_33,121.49074038789952,[258.  391.5],[192.  289.5]
alfalfa15.jpg.json_4_4,alfalfa15.jpg.json_1_34,111.8257573191436,[258.  391.5],[210.  290.5]
alfalfa15.jpg.json_4_4,alfalfa15.jpg.json_1_35,128.15615474880636,[258.  391.5],[208.  273.5]
alfalfa15.jpg.json_4_4,alfalfa15.jpg.json_1_36,37.05401462729781,[309.5 413. ],[346.5 411. ]
alfalfa15.jpg.json_4_4,alfalfa15.jpg.json_1_37,301.95529470436514,[295.5 397. ],[511.5 186. ]
alfalfa15.jpg.json_4_4,alfalfa15.jpg.json_1_38,308.6373276193273,[309.5 413. ],[553.5 224. ]
alfalfa15.jpg.json_4_5,alfalfa15.jpg.json_4_6,0.0,[375.  371.5],[375.  371.5]
alfalfa15.jpg.json_4_5,alfalfa15.jpg.json_4_7,35.0,[316.  414.5],[316.  449.5]
alfalfa15.jpg.json_4_5,alfalfa15.jpg.json_4_8,37.53664875824692,[314.5 413. ],[286.5 438. ]
alfalfa15.jpg.json_4_5,alfalfa15.jpg.json_4_9,262.2746651889961,[311.5 383. ],[113.5 211. ]
alfalfa15.jpg.json_4_5,alfalfa15.jpg.json_4_10,217.68095920406083,[311.5 383. ],[122.5 275. ]
alfalfa15.jpg.json_4_5,alfalfa15.jpg.json_4_11,158.927656498169,[311.5 383. ],[178.5 296. ]
alfalfa15.jpg.json_4_5,alfalfa15.jpg.json_2_12,240.55976388415417,[314.  380.5],[279.  142.5]
alfalfa15.jpg.json_4_5,alfalfa15.jpg.json_2_13,206.1286006356226,[314.  380.5],[239.  188.5]
alfalfa15.jpg.json_4_5,alfalfa15.jpg.json_2_14,182.91254740995763,[314.  380.5],[233.  216.5]
alfalfa15.jpg.json_4_5,alfalfa15.jpg.json_2_15,191.84629264074925,[314.  380.5],[296.  189.5]
alfalfa15.jpg.json_4_5,alfalfa15.jpg.json_2_16,152.74161188098023,[311.5 383. ],[202.5 276. ]
alfalfa15.jpg.json_4_5,alfalfa15.jpg.json_2_17,197.2308292331602,[311.5 383. ],[141.5 283. ]
alfalfa15.jpg.json_4_5,alfalfa15.jpg.json_2_18,214.2941903085569,[311.5 383. ],[122.5 282. ]
alfalfa15.jpg.json_4_5,alfalfa15.jpg.json_2_19,207.56203891848818,[311.5 383. ],[112.5 324. ]
alfalfa15.jpg.json_4_5,alfalfa15.jpg.json_2_20,179.9388785115657,[311.5 383. ],[144.5 316. ]
alfalfa15.jpg.json_4_5,alfalfa15.jpg.json_2_21,132.23085872821065,[311.5 383. ],[197.5 316. ]
alfalfa15.jpg.json_4_5,alfalfa15.jpg.json_2_22,127.01574705523721,[311.5 383. ],[193.5 336. ]
alfalfa15.jpg.json_4_5,alfalfa15.jpg.json_2_23,168.0,[311.5 383. ],[143.5 383. ]
alfalfa15.jpg.json_4_5,alfalfa15.jpg.json_2_24,189.67603960437387,[311.5 383. ],[122.5 367. ]
alfalfa15.jpg.json_4_5,alfalfa15.jpg.json_2_25,158.8238017426859,[377.5 372. ],[534.5 348. ]
alfalfa15.jpg.json_4_5,alfalfa15.jpg.json_2_26,143.54441821262157,[377.5 372. ],[510.5 318. ]
alfalfa15.jpg.json_4_5,alfalfa15.jpg.json_2_27,172.35138525698017,[377.  371.5],[489.  240.5]
alfalfa15.jpg.json_4_5,alfalfa15.jpg.json_2_28,174.4706279005151,[377.  371.5],[459.  217.5]
alfalfa15.jpg.json_4_5,alfalfa15.jpg.json_2_29,200.8233054204616,[377.  371.5],[464.  190.5]
alfalfa15.jpg.json_4_5,alfalfa15.jpg.json_1_30,178.31713322056297,[354.  374.5],[315.  200.5]
alfalfa15.jpg.json_4_5,alfalfa15.jpg.json_1_31,181.46349495146399,[367.  371.5],[327.  194.5]
alfalfa15.jpg.json_4_5,alfalfa15.jpg.json_1_32,156.40012787718558,[311.5 383. ],[186.5 289. ]
alfalfa15.jpg.json_4_5,alfalfa15.jpg.json_1_33,151.21177202850313,[311.5 383. ],[195.5 286. ]
alfalfa15.jpg.json_4_5,alfalfa15.jpg.json_1_34,137.2953021774598,[311.5 383. ],[210.5 290. ]
alfalfa15.jpg.json_4_5,alfalfa15.jpg.json_1_35,150.6154042586614,[314.  380.5],[208.  273.5]
alfalfa15.jpg.json_4_5,alfalfa15.jpg.json_1_36,0.0,[377.5 377. ],[377.5 377. ]
alfalfa15.jpg.json_4_5,alfalfa15.jpg.json_1_37,229.01964981197574,[377.  371.5],[512.  186.5]
alfalfa15.jpg.json_4_5,alfalfa15.jpg.json_1_38,229.95651762887695,[377.5 372. ],[553.5 224. ]
alfalfa15.jpg.json_4_6,alfalfa15.jpg.json_4_7,43.382023926967726,[345.  410.5],[326.  449.5]
alfalfa15.jpg.json_4_6,alfalfa15.jpg.json_4_8,60.959002616512684,[343.5 409. ],[297.5 449. ]
alfalfa15.jpg.json_4_6,alfalfa15.jpg.json_4_9,296.37813684548325,[365.5 367. ],[113.5 211. ]
alfalfa15.jpg.json_4_6,alfalfa15.jpg.json_4_10,254.8921340488953,[343.5 402. ],[122.5 275. ]
alfalfa15.jpg.json_4_6,alfalfa15.jpg.json_4_11,196.1147623204332,[343.5 402. ],[178.5 296. ]
alfalfa15.jpg.json_4_6,alfalfa15.jpg.json_2_12,239.52035404115452,[376.  361.5],[279.  142.5]
alfalfa15.jpg.json_4_6,alfalfa15.jpg.json_2_13,215.58524995926786,[367.  365.5],[258.  179.5]
alfalfa15.jpg.json_4_6,alfalfa15.jpg.json_2_14,197.8534811419804,[367.  365.5],[252.  204.5]
alfalfa15.jpg.json_4_6,alfalfa15.jpg.json_2_15,189.3620870184948,[376.  361.5],[299.  188.5]
alfalfa15.jpg.json_4_6,alfalfa15.jpg.json_2_16,186.59046063504962,[362.5 372. ],[202.5 276. ]
alfalfa15.jpg.json_4_6,alfalfa15.jpg.json_2_17,234.44615586526473,[343.5 402. ],[141.5 283. ]
alfalfa15.jpg.json_4_6,alfalfa15.jpg.json_2_18,251.47763320025103,[343.5 402. ],[122.5 282. ]
alfalfa15.jpg.json_4_6,alfalfa15.jpg.json_2_19,243.81345327934633,[343.5 402. ],[112.5 324. ]
alfalfa15.jpg.json_4_6,alfalfa15.jpg.json_2_20,216.78791479231492,[343.5 402. ],[144.5 316. ]
alfalfa15.jpg.json_4_6,alfalfa15.jpg.json_2_21,169.44615663980107,[343.5 402. ],[197.5 316. ]
alfalfa15.jpg.json_4_6,alfalfa15.jpg.json_2_22,163.8108665504215,[343.5 402. ],[188.5 349. ]
alfalfa15.jpg.json_4_6,alfalfa15.jpg.json_2_23,200.63897926375125,[343.5 402. ],[143.5 386. ]
alfalfa15.jpg.json_4_6,alfalfa15.jpg.json_2_24,223.75432956704995,[343.5 402. ],[122.5 367. ]
alfalfa15.jpg.json_4_6,alfalfa15.jpg.json_2_25,151.07613974417006,[384.5 366. ],[534.5 348. ]
alfalfa15.jpg.json_4_6,alfalfa15.jpg.json_2_26,134.73678042761748,[383.5 363. ],[510.5 318. ]
alfalfa15.jpg.json_4_6,alfalfa15.jpg.json_2_27,161.5239920259526,[382.  361.5],[489.  240.5]
alfalfa15.jpg.json_4_6,alfalfa15.jpg.json_2_28,163.29421300217592,[382.  361.5],[459.  217.5]
