id_name_1,id_name_2,dist,coords_1,coords_2,norm_coords_1_y,norm_coords_1_x,norm_coords_2_y,norm_coords_2_x
Test_1628.jpg.json_2_3,Test_1628.jpg.json_2_4,0.0,[ 622.  1458.5],[ 622.  1458.5],207.0,915.5,10.0,315.5
Test_1628.jpg.json_2_3,Test_1628.jpg.json_2_5,255.6501515743732,[ 676.  1508.5],[ 705.  1762.5],261.0,965.5,304.0,-0.5
Test_1628.jpg.json_2_3,Test_1628.jpg.json_2_6,333.1095915761058,[ 676.  1508.5],[ 765.  1829.5],261.0,965.5,58.0,-0.5
Test_1628.jpg.json_2_3,Test_1628.jpg.json_2_7,244.65894629054543,[ 692.  1494.5],[ 865.  1667.5],277.0,951.5,74.0,64.5
Test_1628.jpg.json_2_3,Test_1628.jpg.json_2_8,343.4020966738555,[ 839.5 1253. ],[1113.5 1460. ],424.5,710.0,19.5,273.0
Test_1628.jpg.json_2_3,Test_1628.jpg.json_2_9,0.0,[ 607.  1453.5],[ 607.  1453.5],192.0,910.5,43.0,3.5
Test_1628.jpg.json_2_3,Test_1628.jpg.json_2_10,96.67471230885562,[ 676.  1508.5],[ 737.  1583.5],261.0,965.5,30.0,258.5
Test_1628.jpg.json_2_3,Test_1628.jpg.json_2_11,122.10241602851272,[ 595.  1450.5],[ 542.  1560.5],180.0,907.5,144.0,-0.5
Test_1628.jpg.json_2_3,Test_1628.jpg.json_1_12,405.6106507477337,[ 671.  1507.5],[ 473.  1861.5],256.0,964.5,103.0,0.5
Test_1628.jpg.json_2_3,Test_1628.jpg.json_1_13,308.1850093693721,[ 665.  1503.5],[ 468.  1740.5],250.0,960.5,42.0,0.5
Test_1628.jpg.json_2_3,Test_1628.jpg.json_1_14,181.0690476033936,[ 676.  1508.5],[ 741.  1677.5],261.0,965.5,246.0,8.5
Test_1628.jpg.json_2_3,Test_1628.jpg.json_1_15,259.3260495977988,[ 676.  1508.5],[ 689.  1767.5],261.0,965.5,27.0,-0.5
Test_1628.jpg.json_2_3,Test_1628.jpg.json_1_16,237.11811402758752,[ 676.  1508.5],[ 699.  1744.5],261.0,965.5,3.0,-0.5
Test_1628.jpg.json_2_3,Test_1628.jpg.json_1_17,229.42101037176167,[ 676.  1508.5],[ 779.  1713.5],261.0,965.5,27.0,-0.5
Test_1628.jpg.json_2_3,Test_1628.jpg.json_1_18,0.0,[ 676.  1508.5],[ 676.  1508.5],261.0,965.5,17.0,13.5
Test_1628.jpg.json_2_3,Test_1628.jpg.json_1_19,129.5569372901351,[ 676.  1508.5],[ 688.  1637.5],261.0,965.5,31.0,-0.5
Test_1628.jpg.json_2_3,Test_1628.jpg.json_1_20,196.8146336022807,[ 676.  1508.5],[ 796.  1664.5],261.0,965.5,2.0,161.5
Test_1628.jpg.json_2_3,Test_1628.jpg.json_1_21,622.3905526275282,[ 665.  1503.5],[ 304.  2010.5],250.0,960.5,42.0,-0.5
Test_1628.jpg.json_2_3,Test_1628.jpg.json_1_22,491.4392129246505,[ 519.5 1410. ],[ 172.  1757.5],104.5,867.0,172.0,61.5
Test_1628.jpg.json_2_3,Test_1628.jpg.json_1_23,477.2221704824704,[ 486.5 1368. ],[ 107.5 1658. ],71.5,825.0,107.5,107.0
Test_1628.jpg.json_2_3,Test_1628.jpg.json_1_24,482.36500702269024,[ 481.5 1361. ],[  57.5 1591. ],66.5,818.0,57.5,130.0
Test_1628.jpg.json_2_3,Test_1628.jpg.json_1_25,520.8694654133606,[ 481.5 1361. ],[  49.5 1652. ],66.5,818.0,49.5,39.0
Test_1628.jpg.json_2_3,Test_1628.jpg.json_1_26,532.2875162917124,[ 522.  1412.5],[ 163.  1805.5],107.0,869.5,163.0,85.5
Test_1628.jpg.json_2_3,Test_1628.jpg.json_1_27,606.601186942459,[ 522.  1412.5],[ 159.  1898.5],107.0,869.5,159.0,17.5
Test_1628.jpg.json_2_3,Test_1628.jpg.json_0_28,0.0,[963.5 809. ],[963.5 809. ],548.5,266.0,963.5,809.0
Test_1628.jpg.json_2_4,Test_1628.jpg.json_2_5,147.03060905811415,[ 702.  1615.5],[ 705.  1762.5],90.0,472.5,304.0,-0.5
Test_1628.jpg.json_2_4,Test_1628.jpg.json_2_6,223.0807028857494,[ 702.  1615.5],[ 765.  1829.5],90.0,472.5,58.0,-0.5
Test_1628.jpg.json_2_4,Test_1628.jpg.json_2_7,145.6639969244288,[ 762.  1564.5],[ 865.  1667.5],150.0,421.5,74.0,64.5
Test_1628.jpg.json_2_4,Test_1628.jpg.json_2_8,220.49263026232876,[ 914.5 1364. ],[1110.5 1465. ],302.5,221.0,16.5,278.0
Test_1628.jpg.json_2_4,Test_1628.jpg.json_2_9,0.0,[ 611.5 1457. ],[ 611.5 1457. ],-0.5,314.0,47.5,7.0
Test_1628.jpg.json_2_4,Test_1628.jpg.json_2_10,0.0,[ 710.5 1607. ],[ 710.5 1607. ],98.5,464.0,3.5,282.0
Test_1628.jpg.json_2_4,Test_1628.jpg.json_2_11,104.20172743289817,[ 636.5 1515. ],[ 543.5 1562. ],24.5,372.0,145.5,1.0
Test_1628.jpg.json_2_4,Test_1628.jpg.json_1_12,334.79097956784915,[ 699.  1614.5],[ 473.  1861.5],87.0,471.5,103.0,0.5
Test_1628.jpg.json_2_4,Test_1628.jpg.json_1_13,261.22212769977966,[ 696.5 1612. ],[ 470.5 1743. ],84.5,469.0,44.5,3.0
Test_1628.jpg.json_2_4,Test_1628.jpg.json_1_14,73.24616030891995,[ 702.  1615.5],[ 741.  1677.5],90.0,472.5,246.0,8.5
Test_1628.jpg.json_2_4,Test_1628.jpg.json_1_15,152.3975065412817,[ 701.  1615.5],[ 690.  1767.5],89.0,472.5,28.0,-0.5
Test_1628.jpg.json_2_4,Test_1628.jpg.json_1_16,129.0,[ 701.  1615.5],[ 701.  1744.5],89.0,472.5,5.0,-0.5
Test_1628.jpg.json_2_4,Test_1628.jpg.json_1_17,124.4025723206719,[ 705.  1613.5],[ 779.  1713.5],93.0,470.5,27.0,-0.5
Test_1628.jpg.json_2_4,Test_1628.jpg.json_1_18,0.0,[ 676.5 1509. ],[ 676.5 1509. ],64.5,366.0,17.5,14.0
Test_1628.jpg.json_2_4,Test_1628.jpg.json_1_19,24.596747752497688,[ 701.  1615.5],[ 690.  1637.5],89.0,472.5,33.0,-0.5
Test_1628.jpg.json_2_4,Test_1628.jpg.json_1_20,98.49365461794989,[ 746.  1578.5],[ 811.  1652.5],134.0,435.5,17.0,149.5
Test_1628.jpg.json_2_4,Test_1628.jpg.json_1_21,559.321910888533,[ 699.  1614.5],[ 304.  2010.5],87.0,471.5,42.0,-0.5
Test_1628.jpg.json_2_4,Test_1628.jpg.json_1_22,523.7795337735143,[ 636.5 1515. ],[ 172.5 1758. ],24.5,372.0,172.5,62.0
Test_1628.jpg.json_2_4,Test_1628.jpg.json_1_23,539.8166355346971,[ 611.5 1461. ],[ 110.5 1662. ],-0.5,318.0,110.5,111.0
Test_1628.jpg.json_2_4,Test_1628.jpg.json_1_24,566.817430924632,[ 611.5 1461. ],[  62.5 1602. ],-0.5,318.0,62.5,141.0
Test_1628.jpg.json_2_4,Test_1628.jpg.json_1_25,593.5697094697471,[ 611.5 1461. ],[  49.5 1652. ],-0.5,318.0,49.5,39.0
Test_1628.jpg.json_2_4,Test_1628.jpg.json_1_26,554.6927077220323,[ 644.5 1529. ],[ 164.5 1807. ],32.5,386.0,164.5,87.0
Test_1628.jpg.json_2_4,Test_1628.jpg.json_1_27,607.2972912832726,[ 656.5 1550. ],[ 159.5 1899. ],44.5,407.0,159.5,18.0
Test_1628.jpg.json_2_4,Test_1628.jpg.json_0_28,0.0,[ 952.5 1235. ],[ 952.5 1235. ],340.5,92.0,952.5,1235.0
Test_1628.jpg.json_2_5,Test_1628.jpg.json_2_6,0.0,[ 727.  2046.5],[ 727.  2046.5],326.0,283.5,20.0,216.5
Test_1628.jpg.json_2_5,Test_1628.jpg.json_2_7,15.0,[ 798.5 1835. ],[ 813.5 1835. ],397.5,72.0,22.5,232.0
Test_1628.jpg.json_2_5,Test_1628.jpg.json_2_8,422.4050189095769,[ 771.5 1775. ],[1122.5 1540. ],370.5,12.0,28.5,353.0
Test_1628.jpg.json_2_5,Test_1628.jpg.json_2_9,93.30058949438636,[ 701.  1763.5],[ 673.  1674.5],300.0,0.5,109.0,224.5
Test_1628.jpg.json_2_5,Test_1628.jpg.json_2_10,115.974135047432,[ 710.  1762.5],[ 725.  1647.5],309.0,-0.5,18.0,322.5
Test_1628.jpg.json_2_5,Test_1628.jpg.json_2_11,144.90341610879986,[ 486.  1865.5],[ 420.  1736.5],85.0,102.5,22.0,175.5
Test_1628.jpg.json_2_5,Test_1628.jpg.json_1_12,0.0,[ 478.5 1877. ],[ 478.5 1877. ],77.5,114.0,108.5,16.0
Test_1628.jpg.json_2_5,Test_1628.jpg.json_1_13,26.83281572999748,[ 481.5 1871. ],[ 457.5 1859. ],80.5,108.0,31.5,119.0
Test_1628.jpg.json_2_5,Test_1628.jpg.json_1_14,0.0,[ 698.  1764.5],[ 698.  1764.5],297.0,1.5,203.0,95.5
Test_1628.jpg.json_2_5,Test_1628.jpg.json_1_15,0.0,[ 696.5 1773. ],[ 696.5 1773. ],295.5,10.0,34.5,5.0
Test_1628.jpg.json_2_5,Test_1628.jpg.json_1_16,0.0,[ 770.  1773.5],[ 770.  1773.5],369.0,10.5,74.0,28.5
Test_1628.jpg.json_2_5,Test_1628.jpg.json_1_17,0.0,[ 798.5 1835. ],[ 798.5 1835. ],397.5,72.0,46.5,121.0
Test_1628.jpg.json_2_5,Test_1628.jpg.json_1_18,68.46897107449476,[ 710.  1762.5],[ 718.  1694.5],309.0,-0.5,59.0,199.5
Test_1628.jpg.json_2_5,Test_1628.jpg.json_1_19,42.485291572496,[ 698.  1764.5],[ 679.  1726.5],297.0,1.5,22.0,88.5
Test_1628.jpg.json_2_5,Test_1628.jpg.json_1_20,91.0823802938856,[ 769.  1772.5],[ 799.  1686.5],368.0,9.5,5.0,183.5
Test_1628.jpg.json_2_5,Test_1628.jpg.json_1_21,78.05767098754612,[ 400.5 2043. ],[ 322.5 2046. ],-0.5,280.0,60.5,35.0
Test_1628.jpg.json_2_5,Test_1628.jpg.json_1_22,310.42068230064825,[ 437.5 1937. ],[ 162.5 1793. ],36.5,174.0,162.5,97.0
Test_1628.jpg.json_2_5,Test_1628.jpg.json_1_23,401.6067728512556,[ 461.5 1895. ],[ 103.5 1713. ],60.5,132.0,103.5,162.0
Test_1628.jpg.json_2_5,Test_1628.jpg.json_1_24,492.0823101880416,[ 461.5 1895. ],[  62.5 1607. ],60.5,132.0,62.5,146.0
Test_1628.jpg.json_2_5,Test_1628.jpg.json_1_25,477.8158641150375,[ 461.5 1895. ],[  49.5 1653. ],60.5,132.0,49.5,40.0
Test_1628.jpg.json_2_5,Test_1628.jpg.json_1_26,296.2836478781777,[ 430.5 1951. ],[ 160.5 1829. ],29.5,188.0,160.5,109.0
Test_1628.jpg.json_2_5,Test_1628.jpg.json_1_27,260.768096208106,[ 407.5 2010. ],[ 163.5 1918. ],6.5,247.0,163.5,37.0
Test_1628.jpg.json_2_5,Test_1628.jpg.json_0_28,421.5744299646268,[ 461.5 1895. ],[ 111.5 1660. ],60.5,132.0,111.5,1660.0
Test_1628.jpg.json_2_6,Test_1628.jpg.json_2_7,0.0,[ 801.5 2040. ],[ 801.5 2040. ],94.5,210.0,10.5,437.0
Test_1628.jpg.json_2_6,Test_1628.jpg.json_2_8,437.34311472801306,[ 805.5 1844. ],[1135.5 1557. ],98.5,14.0,41.5,370.0
Test_1628.jpg.json_2_6,Test_1628.jpg.json_2_9,177.9241411388573,[ 742.  1838.5],[ 673.  1674.5],35.0,8.5,109.0,224.5
Test_1628.jpg.json_2_6,Test_1628.jpg.json_2_10,186.1316738225926,[ 765.  1829.5],[ 731.  1646.5],58.0,-0.5,24.0,321.5
Test_1628.jpg.json_2_6,Test_1628.jpg.json_2_11,319.2647803939545,[ 739.5 1841. ],[ 476.5 1660. ],32.5,11.0,78.5,99.0
Test_1628.jpg.json_2_6,Test_1628.jpg.json_1_12,234.61031520374377,[ 709.5 1918. ],[ 478.5 1877. ],2.5,88.0,108.5,16.0
Test_1628.jpg.json_2_6,Test_1628.jpg.json_1_13,257.8158257361251,[ 710.5 1914. ],[ 460.5 1851. ],3.5,84.0,34.5,111.0
Test_1628.jpg.json_2_6,Test_1628.jpg.json_1_14,15.556349186104043,[ 739.5 1841. ],[ 728.5 1830. ],32.5,11.0,233.5,161.0
Test_1628.jpg.json_2_6,Test_1628.jpg.json_1_15,0.0,[ 752.5 1840. ],[ 752.5 1840. ],45.5,10.0,90.5,72.0
Test_1628.jpg.json_2_6,Test_1628.jpg.json_1_16,54.91812087098393,[ 778.  1830.5],[ 788.  1776.5],71.0,0.5,92.0,31.5
Test_1628.jpg.json_2_6,Test_1628.jpg.json_1_17,0.7071067811865476,[ 807.5 1849. ],[ 807.  1848.5],100.5,19.0,55.0,134.5
Test_1628.jpg.json_2_6,Test_1628.jpg.json_1_18,141.98943622678414,[ 765.  1829.5],[ 721.  1694.5],58.0,-0.5,62.0,199.5
Test_1628.jpg.json_2_6,Test_1628.jpg.json_1_19,128.50291825480073,[ 742.  1838.5],[ 679.  1726.5],35.0,8.5,22.0,88.5
Test_1628.jpg.json_2_6,Test_1628.jpg.json_1_20,145.52319402761884,[ 778.  1830.5],[ 799.  1686.5],71.0,0.5,5.0,183.5
Test_1628.jpg.json_2_6,Test_1628.jpg.json_1_21,394.5883931389772,[ 712.5 1986. ],[ 322.5 2046. ],5.5,156.0,60.5,35.0
Test_1628.jpg.json_2_6,Test_1628.jpg.json_1_22,557.3544653091064,[ 710.5 1914. ],[ 170.5 1776. ],3.5,84.0,170.5,80.0
Test_1628.jpg.json_2_6,Test_1628.jpg.json_1_23,638.0423183457348,[ 717.5 1887. ],[ 104.5 1710. ],10.5,57.0,104.5,159.0
Test_1628.jpg.json_2_6,Test_1628.jpg.json_1_24,712.3377008133151,[ 717.5 1887. ],[  62.5 1607. ],10.5,57.0,62.5,146.0
Test_1628.jpg.json_2_6,Test_1628.jpg.json_1_25,707.7994066117885,[ 717.5 1887. ],[  49.5 1653. ],10.5,57.0,49.5,40.0
Test_1628.jpg.json_2_6,Test_1628.jpg.json_1_26,555.5978761658471,[ 709.5 1918. ],[ 164.5 1810. ],2.5,88.0,164.5,90.0
Test_1628.jpg.json_2_6,Test_1628.jpg.json_1_27,543.5752017890441,[ 706.5 1943. ],[ 163.5 1918. ],-0.5,113.0,163.5,37.0
Test_1628.jpg.json_2_6,Test_1628.jpg.json_0_28,480.7629353433977,[ 778.  1830.5],[ 911.  1368.5],71.0,0.5,911.0,1368.5
Test_1628.jpg.json_2_7,Test_1628.jpg.json_2_8,5.385164807134504,[1237.  1641.5],[1239.  1636.5],446.0,38.5,145.0,449.5
